standard_number,standard_number_raw,is_number,part,title,scope_description,scope_source,scope_usable,category,latest_version,version_source,year_published,certification_type,mandatory,certification_source,qco_reference,certification_basis,certification_reference,source_url,confidence,review_severity,amendment_count,source,review_reason
IS 744:1977,IS 744:1977,744,,Method for Determination of Wool Fibre Diameter - Projection Microscope Method,"1.1 This standard prescribes the procedure for determination of diameter of wool fibres in any form by means of a projection microscope. It also prescribes a method for determining the percentage of medullated fibres and kemp fibre content of raw wool. NOTE — In the case of dyed, bleached or finished fibres, the diameter as determined, may be different from that of the same fibres not subjected to such t^ itments. Further, the estimates of fibre diameter of the same lot of wool at the various stages of processing may not necessarily be the same.",scraped,True,Textiles,IS 744:2000,derived_from_year,2000,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.744.2000,medium,minor,,allied_standards_mapping;archive_org_scope,ingested_from_allied_mapping;certification_not_determined;missing_amendment_count
IS 6527:1995,IS 6527:1995,6527,,Stainless Steel Surgical Instruments - General Requirements,1.1 This standard covers the requirements for stainless steel wire rods. 1.2 This standard does not apply to wire rod used for the manufacturer of welding electrodes.,scraped,True,Medical & Healthcare,IS 6527:1995,derived_from_year,1995,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.6527.1995,medium,minor,,allied_standards_mapping;archive_org_scope,ingested_from_allied_mapping;certification_not_determined;missing_amendment_count
IS 7531:1990,IS 7531:1990,7531,,Methods of Testing for Corrosion Resistance of Stainless Steel Surgical Instruments,This standard specifies the methods for testing of corrosion resistance of surgical instruments made from stainless steel.,scraped,True,Medical & Healthcare,IS 7531:1990,derived_from_year,1990,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.7531.1990,medium,minor,,allied_standards_mapping;archive_org_scope,ingested_from_allied_mapping;certification_not_determined;missing_amendment_count
IS 3171:1989,IS 3171:1989,3171,,Internal Combustion Engines - Fuel Injection Nozzle Holders - Size 'S',"This Internationai Standard specifies dimensional requirements for the mounting of injection nozzle holders in compression-ignition (diesel) engines. The location of the fuel inlet and leak-off connections are not defined since they vary according to the particular application. This International Standard applies to screw-in injection nozzle holders of types 20, 21, 21.1 and 27. These nozzle holders are used with the pintle nozzle size ""8"", type ""B"", specified in ISO 2697 ""•). 2 Dimensions and tolerances 2.1 Nozzle holders without heat shield 2.1.1 Nozzle holder, type 20, ""long"" Injection nozzle holders of type 20 with nozzle protrusion of 1 mm ± 0,2 mm shall be as shown in figure 1 . 2.1.2 Nozzle holder, types 21 and 21.1, ""short"" Injectior^^ nozzle holders of type 21 and type 21.1 with nozzle protrusion of 13 mm ± 0,2 mm shall be as shown in figure 2. 2.2 Nozzle holder with integral heat shield, type 27 Injection nozzle holders of type 27 with heat shield protrusion of 14,1 mm ± 0,2 mm shall be as shown in figure 3. 3 Other specifications Dimensions and requirements not given in this International Standard are left to the discretion of the manufacturer. 1 ) ISO 2697: 1 974, Road vehicles — Fuels injection nozzles — Size ""S"". IS 3171 (Part 2): 2006 ISO 7026 : 1997 60° max. 26,6? max. 21,4 h.^ ^a Dimensions in millimetres /^^.^--^X Hexagon 27 h13 across flats -FaceB @| 00.1 (B)|A(B)| 1 ) The manufacturer shall design an appropriate heat shield or washer such that the distance of face B from the upper face of the cylinder head is achieved. 2) TKe determination of this diameter in the cylinder head is left to the manufacturer's choice. For this purpose, the maximum value for the nozzle retaining nut which is given as a result of the maximum material principle ® and the maximum tolerance value of the cylinder head hole shall be taken into account. The clearance shall be kept to a minimum to",scraped,True,Mechanical,IS 3171:2006,derived_from_year,2006,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.3171.2.2006,medium,minor,,allied_standards_mapping;archive_org_scope,ingested_from_allied_mapping;certification_not_determined;missing_amendment_count
IS 11006:1984,IS 11006:1984,11006,,Methods of Test for Fuel Injection Nozzles for Diesel Engines,"This standard covers flash back arresters for use in delivery pipe lines, acetylene generators, gas, petroleum, oil and gasoline or liquefied petroleum storage and or piping system and welding and cutting systems.",scraped,True,Mechanical,IS 11006:2011,derived_from_year,2011,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.11006.2011,medium,minor,,allied_standards_mapping;archive_org_scope,ingested_from_allied_mapping;certification_not_determined;missing_amendment_count
IS 10585:2019,IS 10585:2019,10585,,Hydraulic Fluid Power - Cylinders - Acceptance Tests,"This standard prescribes the method of test for evaluating the performance requirements of double acting cylinders used in oil hydraulic systems. NOTE — While the variation in the standard refers to a single- rod-ended cylinder, the test procedure is applicable to double-rod- ended type also.",scraped,True,Mechanical,IS 10585:2002,derived_from_year,2002,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.10585.2002,medium,minor,,allied_standards_mapping;archive_org_scope,ingested_from_allied_mapping;certification_not_determined;missing_amendment_count
IS 8208:1976,IS 8208:1976,8208,,Sizes of Cylinder Bores and Piston Rod Diameters for Fluid Power Cylinders,Sizes of Cylinder Bores and Piston Rod Diameters for Fluid Power Cylinders,title_fallback,False,Mechanical,IS 8208:2004,derived_from_year,2004,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.8208.2004,low,blocker,,allied_standards_mapping;archive_org_scope,ingested_from_allied_mapping;scope_equals_title;scope_too_short (12 words);certification_not_determined;missing_amendment_count
IS 10584:1983,IS 10584:1983,10584,,Fluid Power Systems and Components - Cylinder Rod Wiper Rings,1.1 This standard covers the requirements and methods of tests for pencils with spiral paper-form casing for marking on glossy-surface materials.,scraped,True,Mechanical,IS 10584:1983,derived_from_year,1983,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.10584.2.1983,medium,minor,,allied_standards_mapping;archive_org_scope,ingested_from_allied_mapping;certification_not_determined;missing_amendment_count
IS 13925-1:1998,IS 13925 (Part 1):1998,13925,1,"Shunt Capacitors for A.C. Power Systems Having a Rated Voltage Above 1000 V - Part 1: General - Performance, Testing and Rating","Shunt Capacitors for A.C. Power Systems Having a Rated Voltage Above 1000 V - Part 1: General - Performance, Testing and Rating",title_fallback,False,Electrical,IS 13925-1:2012,derived_from_year,2012,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.13925.1.2012,low,blocker,,allied_standards_mapping;archive_org_scope,ingested_from_allied_mapping;scope_equals_title;certification_not_determined;missing_amendment_count
IS 9385-1:1979,IS 9385 (Part 1):1979,9385,1,High Voltage Fuses - Part 1: Current-Limiting Fuses,"1.1 This standard (Part I) applies to all types of high-voltage current- limiting fuses designed for use outdoors or indoors on alternating current systems of 50 Hz and of rated voltages exceeding 1 000 V. 1.2 Some fuses are provided with fuse-links equipped with an indicating device or a striker. These fuses come within the scope of this standard, but the correct operation of the striker in combination with the tripping device of the switching device for which separate or additional requirements have to be complied with is outside the scope of this standard. Note — This standard refers primarily to three-phase systems with earthed neutral. For applications on single-phase systems or three-phase systems with unearthed neutral, see Part III of this standard, L3 Fuses designed for the protection of single capacitor units within multi- unit capacitor banks may have to conform to additional requirements other than those specified in this standard. 1.4 Fuses complying with the standard are to \>q operated under the normal conditions of service as detailed in Appendix B.",scraped,True,Electrical,IS 9385-1:1979,derived_from_year,1979,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.9385.1.1979,medium,minor,,allied_standards_mapping;archive_org_scope,ingested_from_allied_mapping;certification_not_determined;missing_amendment_count
IS 548-1:1964,IS 548 (Part 1):1964,548,1,"Methods of Sampling and Test for Oils and Fats - Part 1: Sampling, Physical and Chemical Tests","1.1 This standard lays down the methods of sampling and test for indivi- dual oils, fats and fatty materials. It contains definitions of terms used in trade and industry and prescribes the methods for determining moisture, insoluble impurities, acid value and free fatty acids, unsaponifiable matter, melting point, refractive index, .specific gravity, titre of mixed fatty acids, colour, iodine value (Wijs), saponification value, acetyl value and hydroxyl value, allyl irothiocyanate content, Reichert-Meissl value and IS:548(PartI).lM4 Polenske value 1.2 Test methods, neither prescribed in this standard nor specified in standards for individual materials, shall be subject to agreement between the purchaser and the supplier. 1-3 Should any inconsistency be found to exist between the methods prescribed in this standard and those prescribed in the standard for an individual material, the latter shall prevail.",scraped,True,Food & Agriculture,IS 548-1:1964,derived_from_year,1964,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.548.1.1964,medium,minor,,allied_standards_mapping;archive_org_scope,ingested_from_allied_mapping;certification_not_determined;missing_amendment_count
IS 5887-1:1976,IS 5887 (Part 1):1976,5887,1,Methods for Detection of Bacteria Responsible for Food Poisoning - Part 1: Isolation and Identification of Coliform Bacteria,"1.1 This standard ( Part I ) prescribes methods for isolation, identifica- tion and enumeration o£ Escherichia coliin foods.",scraped,True,Food & Agriculture,IS 5887-1:1976,derived_from_year,1976,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.5887.1.1976,medium,minor,,allied_standards_mapping;archive_org_scope,ingested_from_allied_mapping;certification_not_determined;missing_amendment_count
IS 5461:1984,IS 5461:1984,5461,,Method for Sieve Analysis of Metal Powders,1.1 This standard prescribes the method for sieve analysis of dry unlubricated metallic powders. The method is not applicable to powders in which the morphology differs markedly from being equiaxial and the particle size wholly or mostly under 45 ftm. *Rules for rounding off numerical values ( revised ). 3 IS : 5461 - 1984,scraped,True,Metallurgy,IS 5461:1984,derived_from_year,1984,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.5461.1984,medium,minor,,allied_standards_mapping;archive_org_scope,ingested_from_allied_mapping;certification_not_determined;missing_amendment_count
IS 4015-1:1998,IS 4015 (Part 1):1998,4015,1,Guide for Handling and Storage of Explosive and Pyrotechnic Compositions,"1.1 This guide outlines the basic informations intended for the use of a physician with regard to the definition/classification of pesticides, routes of entry in the body, first-aid measures, supportive therapy, specific chemical antidotes, signs and symptoms of poisoning, diagnosis and treatment of different groups of pesticides, preventive measures in relation to poisoning due to different types of pesticides and their formulations during their manufacture, testing or in the field applications.",scraped,True,Safety & PPE,IS 4015-1:1998,derived_from_year,1998,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.4015.1998,medium,minor,,allied_standards_mapping;archive_org_scope,ingested_from_allied_mapping;certification_not_determined;missing_amendment_count
IS 694:2010,IS 694:2010,694,,Polyvinyl Chloride Insulated Unsheathed and Sheathed Cables/Cords with Rigid and Flexible Conductor for Rated Voltages up to and Including 1100 V,"Specification for PVC insulated unsheathed and sheathed electrical cables and flexible cords with copper or aluminium conductors for rated voltages up to and including 1100 volts, used in internal building wiring, submains and appliance connection. Covers conductor construction, insulation and sheath thickness, conductor resistance, insulation resistance, high voltage test, flammability and core identification colours.",curated_verified,True,Electrical Cables,IS 694:2010,derived_from_year,2010,BIS Product Certification,True,public_knowledge,,PVC insulated cables up to 1100 V - BIS product manual issued under Scheme-I,https://www.bis.gov.in/wp-content/uploads/2024/03/PM_IS-694_March-2024.pdf,https://www.bis.gov.in/wp-content/uploads/2024/03/PM_IS-694_March-2024.pdf,high,none,4,curated_task3,
IS 1554-1:1988,IS 1554 (Part 1):1988,1554,1,PVC Insulated (Heavy Duty) Electric Cables for Working Voltages up to and Including 1100 V,"Specification for heavy duty PVC insulated electric power and control cables, armoured and unarmoured, with copper or aluminium conductors for working voltages up to and including 1100 volts, used in distribution networks, panel feeders and industrial installations. Covers conductor and armour construction, insulation and sheath, electrical tests and dimensional tolerances.",curated_verified,True,Electrical Cables,IS 1554-1:1988,derived_from_year,1988,BIS Product Certification,True,public_knowledge,,PVC insulated heavy duty cables - BIS product manual issued under Scheme-I,https://www.bis.gov.in/wp-content/uploads/2020/06/Product-Manual-1554-1-V2.pdf,https://www.bis.gov.in/wp-content/uploads/2020/06/Product-Manual-1554-1-V2.pdf,high,none,5,curated_task3,
IS 8130:2013,IS 8130:2013,8130,,Conductors for Insulated Electric Cables and Flexible Cords - Specification,"Specification for annealed copper, tinned copper and aluminium conductors used in insulated electric cables and flexible cords, covering conductor classes, nominal cross sectional areas, number and diameter of wires, maximum conductor resistance at 20 degrees Celsius and flexibility requirements. This is the raw material standard normatively referenced by cable specifications.",curated_verified,True,Electrical Cables,IS 8130:2013,derived_from_year,2013,Not determined,,not_assessed,,,,https://www.bis.gov.in/wp-content/uploads/2024/03/PM_IS-694_March-2024.pdf,high,minor,,curated_task3,certification_not_determined
IS 5831:1984,IS 5831:1984,5831,,PVC Insulation and Sheath of Electric Cables - Specification,"Specification for polyvinyl chloride compounds used as insulation and sheathing material for electric cables, covering compound types, tensile strength and elongation before and after ageing, loss of mass, hot deformation, heat shock, thermal stability and insulation resistance constants. Referenced as a material standard by PVC cable specifications.",drafted,True,Electrical Cables,IS 5831:1984,derived_from_year,1984,Not determined,,not_assessed,,,,,medium,minor,,curated_task3,certification_not_determined;missing_source_url
IS 10810:1984,IS 10810:1984,10810,,Methods of Test for Cables,"Multi-part standard prescribing the test methods used for electric cables, including measurement of conductor resistance, insulation thickness and dimensions, insulation resistance, high voltage tests, tensile and elongation tests on insulation and sheath, hot set test, ageing in air oven, loss of mass, heat shock, thermal stability and flammability tests.",drafted,True,Test Methods - Cables,IS 10810:1984,derived_from_year,1984,Not determined,,not_assessed,,,,,medium,minor,,curated_task3,certification_not_determined;missing_source_url
IS 3043:2018,IS 3043:2018,3043,,Code of Practice for Earthing,"Code of practice for earthing of electrical installations and equipment, covering earth electrode types and design, soil resistivity measurement, sizing of earthing and bonding conductors, earthing of substations and generating stations, equipotential bonding, and protective earthing for safety of persons against electric shock.",drafted,True,Electrical Installation,IS 3043:2018,derived_from_year,2018,Not determined,,not_assessed,,,,,medium,minor,,curated_task3,certification_not_determined;missing_source_url
IS 3196-1:2013,IS 3196 (Part 1):2013,3196,1,"Welded Low Carbon Steel Gas Cylinders Exceeding 5 Litres Water Capacity for Low Pressure Liquefiable Gases, Part 1: Cylinders for Liquefied Petroleum Gas (LPG) - Specification","Specification for welded low carbon steel gas cylinders exceeding 5 litres water capacity for storage and transport of liquefied petroleum gas, covering design and wall thickness calculation, materials, welding and construction, valve pad and bung, protective ring or grill and shroud, hydrostatic stretch and burst testing, protective coating, marking and periodic retesting. Sixth revision.",curated_verified,True,Gas Cylinders,IS 3196-1:2013,derived_from_year,2013,BIS Product Certification,True,public_knowledge,,LPG cylinders - BIS product manual issued under Scheme-I,https://bis.gov.in/wp-content/uploads/2020/05/PM-3196-Part-1-May-2020.pdf,https://bis.gov.in/wp-content/uploads/2020/05/PM-3196-Part-1-May-2020.pdf,high,none,3,curated_task3,
IS 7142:1995,IS 7142:1995,7142,,Welded Low Carbon Steel Cylinders for Low Pressure Liquefiable Gases Not Exceeding 5 Litre Water Capacity - Specification,"Specification for small welded low carbon steel cylinders of water capacity not exceeding 5 litres for low pressure liquefiable gases, covering materials, design and construction, valve fitting arrangement, hydrostatic and pneumatic testing, protective finish and marking. Applies to the small LPG cylinders used for portable and camping stoves.",curated_verified,True,Gas Cylinders,IS 7142:1995,derived_from_year,1995,BIS Product Certification,True,public_knowledge,,Small LPG cylinders not exceeding 5 litre - BIS product manual under Scheme-I,https://www.bis.gov.in/wp-content/uploads/2019/05/PM-7142.pdf,https://www.bis.gov.in/wp-content/uploads/2019/05/PM-7142.pdf,high,none,,curated_task3,
IS 8737:1995,IS 8737:1995,8737,,Valve Fittings for Use with Liquefied Petroleum Gas (LPG) Cylinders of More Than 5 Litre Water Capacity - Specification,"Specification for self closing valve fittings used on liquefied petroleum gas cylinders of water capacity above 5 litres, covering materials for valve body and spindle, design and dimensions, gauging, leak tightness, endurance and torque testing, and marking requirements for domestic and commercial LPG cylinder service.",drafted,True,Gas Cylinders,IS 8737:1995,derived_from_year,1995,BIS Product Certification,True,public_knowledge,,LPG cylinder valve fittings - certified alongside the cylinder,,,medium,minor,,curated_task3,missing_source_url
IS 4576:1999,IS 4576:1999,4576,,Liquefied Petroleum Gases - Specification,"Specification for commercial liquefied petroleum gases supplied as fuel, covering the grades of LPG, vapour pressure limits, volatility, copper strip corrosion, total volatile sulphur content, moisture and residue on evaporation, together with the sampling and test methods to be used for acceptance of bulk and cylinder supplies.",drafted,True,Petroleum,IS 4576:1999,derived_from_year,1999,BIS Product Certification,True,public_knowledge,,Liquefied petroleum gases - petroleum product under mandatory certification,,,medium,minor,,curated_task3,missing_source_url
IS 9873-1:2019,IS 9873 (Part 1):2019,9873,1,"Safety of Toys, Part 1: Safety Aspects Related to Mechanical and Physical Properties","Safety requirements for the mechanical and physical properties of toys intended for use by children, covering small parts and choking hazards, sharp edges and sharp points, projectiles and kinetic energy limits, cords and elastics, folding mechanisms, enclosures and confined spaces, stability and overload, and the stricter requirements applying to toys for children under 36 months, with the associated test methods.",drafted,True,Toys,IS 9873-1:2019,derived_from_year,2019,BIS Product Certification,True,public_knowledge,,Toys (Quality Control) Order - toys must conform and carry the Standard Mark,,,medium,minor,,curated_task3,missing_source_url
IS 9873-2:2017,IS 9873 (Part 2):2017,9873,2,"Safety of Toys, Part 2: Flammability","Requirements and test methods for the flammability of toys, specifying categories of flammable materials prohibited in toys, and the rate of spread of flame tests applied to toys to be worn on the head, toy disguise costumes, toys intended to be entered by a child, and soft filled toys.",drafted,True,Toys,IS 9873-2:2017,derived_from_year,2017,BIS Product Certification,True,public_knowledge,,Toys (Quality Control) Order - toys must conform and carry the Standard Mark,,,medium,minor,,curated_task3,missing_source_url
IS 9873-3:2017,IS 9873 (Part 3):2017,9873,3,"Safety of Toys, Part 3: Migration of Certain Elements","Test method and maximum acceptable limits for the migration of the toxic elements antimony, arsenic, barium, cadmium, chromium, lead, mercury and selenium from toy materials and parts of toys, including preparation of samples of coatings, polymers, textiles, paper and modelling materials, extraction simulating ingestion, and analytical determination.",drafted,True,Toys,IS 9873-3:2017,derived_from_year,2017,BIS Product Certification,True,public_knowledge,,Toys (Quality Control) Order - toys must conform and carry the Standard Mark,,,medium,minor,,curated_task3,missing_source_url
IS 15644:2006,IS 15644:2006,15644,,Safety of Electric Toys - Specification,"Safety requirements for toys incorporating at least one electric function, including battery operated and transformer operated toys, covering markings and instructions, power input, heating and abnormal operation, electric strength and insulation resistance, mechanical strength, protection against access to live parts, construction of transformers and batteries, and screws and connections.",drafted,True,Toys,IS 15644:2006,derived_from_year,2006,BIS Product Certification,True,public_knowledge,,Electric toys - covered by the Toys (Quality Control) Order,,,medium,minor,,curated_task3,missing_source_url
IS 14543:2016,IS 14543:2016,14543,,Packaged Drinking Water (Other than Packaged Natural Mineral Water) - Specification,"Specification for packaged drinking water other than natural mineral water, covering permitted source and treatment processes, limits for organoleptic, physical, chemical, pesticide residue, toxic substance and microbiological parameters, requirements for the packaging material, hygienic conditions of manufacture, sampling, and labelling of bottled drinking water offered for sale.",drafted,True,Food and Water,IS 14543:2016,derived_from_year,2016,BIS Product Certification,True,public_knowledge,,Packaged drinking water - mandatory BIS certification before sale,,,high,minor,,curated_task3,missing_source_url
IS 13428:2005,IS 13428:2005,13428,,Packaged Natural Mineral Water - Specification,"Specification for packaged natural mineral water obtained from a protected underground or surface source, covering permitted treatments, limits for physical, chemical, toxic substance, pesticide residue and microbiological parameters, mineral content declaration, packaging material, hygiene during bottling, sampling and labelling.",drafted,True,Food and Water,IS 13428:2005,derived_from_year,2005,BIS Product Certification,True,public_knowledge,,Packaged natural mineral water - mandatory BIS certification before sale,,,medium,minor,,curated_task3,missing_source_url
IS 3025-1:1987,IS 3025 (Part 1):1987,3025,1,"Methods of Sampling and Test (Physical and Chemical) for Water and Wastewater, Part 1: Sampling","Test method covering procedures for sampling water and wastewater for physical and chemical examination, including selection of sampling points, grab and composite samples, types and cleaning of sample containers, minimum sample volume, preservation techniques and holding times, transport, and records required for a representative and defensible analytical result.",drafted,True,Test Methods - Water,IS 3025-1:1987,derived_from_year,1987,Not determined,,not_assessed,,,,,medium,minor,,curated_task3,certification_not_determined;missing_source_url
IS 13252-1:2010,IS 13252 (Part 1):2010,13252,1,"Information Technology Equipment - Safety, Part 1: General Requirements","Safety requirements for mains and battery powered information technology and business equipment, including laptops, tablets, desktop computers, monitors, printers, scanners and power supply units. Covers protection against electric shock and energy hazards, insulation and clearances, fire enclosures and flammability, thermal limits, mechanical strength and stability, and hazardous radiation. Notified under the Compulsory Registration Scheme for electronics and IT goods.",drafted,True,IT Equipment,IS 13252-1:2010,derived_from_year,2010,CRS,True,public_knowledge,,IT equipment safety - notified under the Compulsory Registration Scheme,https://www.crsbis.in/BIS/app_srv/tdc/gl/docs/Another_twelve_product_categories.pdf,,high,minor,2,curated_task3,missing_source_url
IS 616:2017,IS 616:2017,616,,"Audio, Video and Similar Electronic Apparatus - Safety Requirements","Safety requirements for mains operated audio, video and similar electronic apparatus such as televisions, monitors used as televisions, set top boxes, amplifiers and powered speaker systems. Covers marking and instructions, protection against electric shock, insulation and creepage distances, stability and mechanical hazards, resistance to fire, and component requirements. Notified under the Compulsory Registration Scheme.",drafted,True,Consumer Electronics,IS 616:2017,derived_from_year,2017,CRS,True,public_knowledge,,Audio/video apparatus safety - notified under the Compulsory Registration Scheme,https://www.bis.gov.in/wp-content/uploads/2025/03/temp_2131689472.pdf,,high,minor,,curated_task3,missing_source_url
IS 16046-2:2018,IS 16046 (Part 2):2018,16046,2,"Secondary Cells and Batteries Containing Alkaline or Other Non-Acid Electrolytes - Safety Requirements for Portable Sealed Secondary Cells and Batteries Made from Them, for Use in Portable Applications, Part 2: Lithium Systems","Safety requirements and tests for portable sealed lithium ion and lithium polymer cells and battery packs used in mobile phones, laptops, power banks and portable electronic equipment. Covers electrical abuse tests including external short circuit, abnormal charging and forced discharge, mechanical abuse tests including crush, impact and vibration, thermal abuse, and design and construction requirements. Notified under the Compulsory Registration Scheme.",drafted,True,Batteries,IS 16046-2:2018,derived_from_year,2018,CRS,True,public_knowledge,,Portable sealed secondary lithium cells and batteries - notified under CRS,https://www.bis.gov.in/wp-content/uploads/2025/03/temp_2131689472.pdf,,high,minor,,curated_task3,missing_source_url
IS 302-1:2008,IS 302 (Part 1):2008,302,1,"Safety of Household and Similar Electrical Appliances, Part 1: General Requirements","General safety requirements for household and similar electrical appliances, covering classification, marking and instructions, protection against access to live parts, starting and input, heating and temperature rise limits, leakage current and electric strength at operating temperature, moisture resistance, overload and abnormal operation, stability and mechanical hazards, construction, internal wiring, earthing provision, screws and connections, and clearances and creepage distances.",drafted,True,Electrical Appliances,IS 302-1:2008,derived_from_year,2008,BIS Product Certification,True,public_knowledge,,Safety of household electrical appliances - appliance QCOs require the Standard Mark,,,medium,minor,,curated_task3,missing_source_url
IS 1417:2016,IS 1417:2016,1417,,"Gold and Gold Alloys, Jewellery/Artefacts - Fineness and Marking","Requirements for the grading of gold and gold alloys used in jewellery and artefacts by fineness expressed in carats and parts per thousand, including the 14, 18 and 22 carat grades covered by mandatory hallmarking, the marks to be applied under the BIS hallmarking scheme, permissible tolerance on declared fineness, and sampling of finished jewellery for assaying.",curated_verified,True,Precious Metals,IS 1417:2016,derived_from_year,2016,Hallmarking,True,public_knowledge,,Hallmarking of Gold Jewellery and Gold Artefacts Order - mandatory in notified districts,https://www.bis.gov.in/wp-content/uploads/2022/04/Hallmarking-of-Gold-Jewellery-and-Gold-Artefacts-Amendment-Order-2022.pdf,https://sansad.in/getFile/annex/268/AU1800_jXMlby.pdf?source=pqars,high,none,,curated_task3,
IS 15820:2009,IS 15820:2009,15820,,Assaying and Hallmarking Centre - Requirements for Recognition,"Requirements that an assaying and hallmarking centre must satisfy to be recognised by BIS for assaying and hallmarking of gold and silver jewellery and artefacts, covering premises, testing equipment, reference materials, competence of assayers, test methods for determination of fineness, marking equipment, record keeping and quality system.",curated_verified,True,Precious Metals,IS 15820:2009,derived_from_year,2009,Hallmarking,True,public_knowledge,,Requirements for recognition of assaying and hallmarking centres,https://www.bis.gov.in/wp-content/uploads/2024/10/Revised-Guidelines-AHC-October-2024-1.pdf,https://www.bis.gov.in/wp-content/uploads/2024/10/Revised-Guidelines-AHC-October-2024-1.pdf,high,none,,curated_task3,
IS 2112:2014,IS 2112:2014,2112,,Silver and Silver Alloy Jewellery/Artefacts - Fineness and Marking,"Requirements for the fineness grades of silver and silver alloys used in jewellery and artefacts and the corresponding hallmarking requirements, including the BIS standard mark, fineness number, assaying and hallmarking centre identification mark and jeweller identification mark, with permissible tolerance on declared fineness.",drafted,True,Precious Metals,IS 2112:2014,derived_from_year,2014,Hallmarking,True,public_knowledge,,Silver jewellery and artefacts - voluntary hallmarking scheme,,,medium,minor,,curated_task3,missing_source_url
IS 1608-1:2018,IS 1608 (Part 1):2018,1608,1,"Metallic Materials - Tensile Testing, Part 1: Method of Test at Room Temperature","Test method specifying the procedure for tensile testing of metallic materials at room temperature, covering shape and dimensions of test pieces, determination of original cross sectional area and gauge length, testing rate, and determination of upper and lower yield strength, proof strength, tensile strength, percentage elongation after fracture and percentage reduction of area.",drafted,True,Test Methods - Metals,IS 1608-1:2018,derived_from_year,2018,Not determined,,not_assessed,,,,,high,minor,,curated_task3,certification_not_determined;missing_source_url
IS 2016:1967,IS 2016:1967,2016,,Plain Washers - Specification,"Specification for plain washers used with bolts, screws and nuts in general engineering assemblies, covering nominal sizes, inside and outside diameters, thickness and tolerances, material and finish, and designation. Requested for ingestion by the Task 2 Batch 02 audit as a companion fastener standard.",curated_verified,True,Fasteners,IS 2016:1967,derived_from_year,1967,Not determined,,not_assessed,,,,https://law.resource.org/pub/in/bis/S01/is.2016.1967.pdf,high,minor,,curated_task3,certification_not_determined
IS 4218-1:2001,IS 4218 (Part 1):2001,4218,1,"ISO General Purpose Metric Screw Threads, Part 1: Basic and Design Profiles","Specification of the basic and design profiles for ISO general purpose metric screw threads, defining the fundamental triangle, thread angle, pitch, crest and root truncation and the design profiles for internal and external threads used on bolts, screws and nuts. Requested for ingestion by the Task 2 Batch 02 audit as the thread standard underlying hexagon nut and bolt specifications.",curated_verified,True,Fasteners,IS 4218-1:2001,derived_from_year,2001,Not determined,,not_assessed,,,,https://law.resource.org/pub/in/bis/S01/is.4218.1.2001.pdf,high,minor,,curated_task3,certification_not_determined
IS 4146:1983,IS 4146:1983,4146,,Application Guide for Voltage Transformers,"Application guide for voltage transformers used for measurement and protection, covering selection of rated voltage factor, burden and accuracy class, connection arrangements, ferro-resonance and residual voltage considerations, and dual purpose voltage transformers serving both measurement and protection windings. Requested for ingestion by the Task 2 Batch 02 audit as the application companion to the IS 3156 series.",curated_verified,True,Electrical Instrument Transformers,IS 4146:1983,derived_from_year,1983,Not determined,,not_assessed,,,,https://law.resource.org/pub/in/bis/S05/is.4146.1983.pdf,high,minor,,curated_task3,certification_not_determined
IS 2099:1986,IS 2099:1986,2099,,Bushings for Alternating Voltages above 1000 Volts - Specification,"Specification for bushings for alternating voltages above 1000 volts used on transformers, switchgear and instrument transformers, covering rated voltage and current, insulation levels, temperature rise, partial discharge and dielectric tests, mechanical loads, and marking of high voltage bushings. Requested for ingestion by the Task 2 Batch 02 audit as a companion standard for substation equipment.",curated_verified,True,Electrical Insulators,IS 2099:1986,derived_from_year,1986,Not determined,,not_assessed,,,,https://law.resource.org/pub/in/bis/S05/is.2099.1986.pdf,high,minor,,curated_task3,certification_not_determined
IS 14756:2000,IS 14756:2000,14756,,Stainless Steel Utensils - Specification,"Specification for stainless steel utensils used for cooking, serving and storage of food, covering the grades of stainless steel permitted, thickness of sheet, dimensions and capacity, finish, freedom from sharp edges, corrosion resistance test, and marking of utensils. Covered by a Quality Control Order making conformity and the Standard Mark mandatory.",curated_verified,True,Kitchenware,IS 14756:2000,derived_from_year,2000,BIS Product Certification,True,public_knowledge,,Stainless steel utensils QCO - Standard Mark required under Scheme-I,https://www.bis.gov.in/wp-content/uploads/2024/07/Requiremnts-for-various-firms.pdf,https://www.bis.gov.in/wp-content/uploads/2024/07/Requiremnts-for-various-firms.pdf,high,none,,curated_task3,
